Series Name,Series Code,Country Name,Country Code,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,Romania,ROU,1.083625219,0.934887813,0.886597938,1.269197952,1.402978632,1.154007554,1.535467128,1.589041096,1.497353814,1.565008026,1.915945612,2.175295764,2.057971014,1.995305164,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,Russian Federation,RUS,1.899652759,1.853128006,1.828357959,1.731217699,1.183807351,1.037438859,1.195351628,1.208192796,1.023333958,0.891478952,1.038394415,0.909196425,0.86469791,1.150897755,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,Rwanda,RWA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,Samoa,WSM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,Sao Tome and Principe,STP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,Saudi Arabia,SAU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,Senegal,SEN,2.26E-16,2.21E-16,-1.23E-15,1.95E-16,1.88E-16,-0.225225225,1.74E-16,1.66E-16,1.62E-16,0.732600733,0.518134715,0.529100529,0.666666667,0.636942675,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,Serbia,SRB,3.04039059,4.049331963,3.983911128,3.403048564,0.544904137,0.560494782,3.050847458,0.393130561,0.613093935,0.47951177,0.4995005,0.985883935,0.990316901,0.944633954,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,Seychelles,SYC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,Sierra Leone,SLE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,Singapore,SGP,0.404376784,0.338983051,0.340581609,0.378596668,0.369783413,0,-0.025367834,0.025412961,0,0,0,0.02175805,0,-1.22E-16,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,Slovak Republic,SVK,0.96359743,0.731905665,0.855614973,0.938967136,0.966442953,0.822593913,0.784533483,0.846979108,0.858895706,0.83912037,0.943683409,0.928297055,0.943989931,1.056938288,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,Slovenia,SVN,2.284946237,2.054340623,2.070808283,1.902887139,1.877022654,1.8342821,1.967005076,1.785714286,1.785714286,1.812297735,1.62022035,1.815736382,1.828410689,2.115987461,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,Solomon Islands,SLB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,South Africa,ZAF,1.207065441,1.193317422,1.125628141,1.033481608,0.961615945,1.107070275,1.139382792,1.14127738,1.191728006,1.460392388,2.420479027,2.607373249,2.504015875,2.416718111,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,4.166666667,3.401360544,3.289473684,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,Spain,ESP,2.123552124,1.988827568,2.571475789,2.785087719,2.475796541,3.215780404,2.649653621,2.499273467,2.702800623,3.114741583,2.809667674,2.925817847,3.471011102,3.30186646,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,Sri Lanka,LKA,8.846153846,8.113035552,6.276150628,6.498781478,6.198655713,7.045840407,5.413766435,4.620462046,4.757785467,4.838709677,4.158145876,3.237858032,2.69286754,2.090800478,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,St. Lucia,LCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,Sudan,SDN,6.976744186,8.579088472,8.769633508,10.25029797,8.92494929,8.04224208,7.773584906,4.951185495,3.959044369,4.676018704,1.569186876,2.490842491,4.21286031,4.722638681,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,Suriname,SUR,7.382550336,23.14814815,21.66666667,21.32352941,19.39393939,22,21.73913043,21.83098592,20.42253521,21.76470588,17.31843575,20.39800995,15.2284264,17.08542714,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,Sweden,SWE,2.170087977,2.617106012,2.556502408,2.371390323,2.138928499,2.081098477,1.867911941,1.863064741,1.8177352,1.694178975,1.532296087,1.220132181,1.088688263,1.04222341,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,Switzerland,CHE,2.605487664,2.103753287,2.107945332,2.20892775,1.799544419,1.471941122,1.468817722,1.511627907,1.510791367,1.415313225,1.534526854,1.357354393,1.371841155,1.218865925,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,Syrian Arab Republic,SYR,9.719722294,6.206030151,6.871564218,4.919962335,5.444340505,5.029115934,5.000839067,4.809259863,4.041651959,2.788203753,2.868142445,2.789363921,3.07486631,7.290533188,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,Tajikistan,TJK,69.33962264,72.11538462,71.29186603,71.2,69.36170213,70.19607843,81.99356913,84.74576271,86.14718615,86.95652174,86.7768595,63.02816901,69.97167139,60.51502146,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,Tanzania,TZA,2.898550725,1.587301587,1.519756839,1.312910284,1.188118812,0.556586271,0.769230769,1.127819549,0.784313725,0.815660685,0.765306122,0.604229607,0.583657588,0.675024108,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,Thailand,THA,5.53125,5.560474588,5.798656202,5.639543883,4.98001998,5.102395002,5.108861727,4.972812195,5.077220077,4.775972427,5.16277392,4.925510546,4.914124065,4.997536137,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,Timor-Leste,TLS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,Togo,TGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,Tonga,TON,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,Trinidad and Tobago,TTO,0,0,0,0,0,8.92E-17,8.01E-17,8.06E-17,0.049578582,-1.24E-16,-0.044964029,7.87E-17,1.21E-16,7.47E-17,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,Tunisia,TUN,5.783783784,5.183585313,5.45553737,5.514705882,5.546995378,5.208333333,4.959465904,5.41567696,5.016564127,4.551309575,4.40647482,4.303365999,4.355179704,4.43822471,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,Turkiye,TUR,4.491427945,4.651404246,3.978309095,4.384778829,4.241639299,4.087341349,4.041887972,6.296715742,5.419410138,5.365890421,5.495277222,3.822645125,3.795774648,3.705512683,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,Turkmenistan,TKM,20.98178939,22.2306143,22.4106739,21.78579094,20.44084009,19.53252033,18.2551057,17.9836995,18.42210653,17.94376098,17.82130139,18.00873908,17.72789739,17.28358209,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,Uganda,UGA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,Ukraine,UKR,1.245133575,1.325581395,1.253238537,1.656503734,2.728540809,1.528920138,1.354291839,1.492587944,1.651699808,1.611146581,1.717598225,1.694481978,1.826277262,1.868605733,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,United Arab Emirates,ARE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,United Kingdom,GBR,1.43406655,1.121412634,0.999511517,1.090752074,1.204932693,1.045950463,1.001246763,0.805086414,0.753287468,0.794865879,0.825579274,0.811477538,0.965002001,0.958709298,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,United States,USA,0.848685314,0.908984167,0.803479904,0.984739267,0.963475949,1.072182175,0.981030134,0.971765107,0.977563883,0.959968581,0.894824106,0.931776398,0.971748933,0.943933882,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,Uruguay,URY,11.89427313,12.53012048,13.02211302,10.57692308,10.67961165,9.375,10.05385996,7.764390897,7.248322148,8.55704698,7.063711911,5.990220049,7.172995781,7.974481659,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,Uzbekistan,UZB,4.651364227,4.361631016,3.776868854,4.373438058,3.406757514,3.462135745,3.539581438,3.382838284,4.21286031,3.709045951,3.517730496,3.43866171,3.68677952,3.524004086,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,Vanuatu,VUT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,"Venezuela, RB",VEN,0.454139972,0.44013367,0.171624714,0.219452935,0.977174943,0.112578805,0.354527938,5.57E-16,0,-0.005831924,4.40E-16,-0.005925926,0.0064119,-4.30E-16,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,Viet Nam,VNM,2.316048371,2.256428197,2.271973466,2.124183007,2.086230876,1.977644024,1.826484018,1.634472511,1.487455197,1.30065826,1.297874035,1.202501203,1.115213044,1.14437234,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,"Yemen, Rep.",YEM,13.99035148,16.34615385,15.73634204,16.47982063,16.30377058,17.41662255,18.4,18.72941176,3.964194373,3.576218149,3.433922997,2.985074627,4.061976549,4.076850984,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,Zambia,ZMB,2.857142857,2.732240437,2.577319588,2.051282051,2.358490566,6.12244898,8.270676692,8.609271523,6.369426752,7.317073171,6.060606061,5.147058824,8.421052632,5.329153605,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,Zimbabwe,ZWE,11.64333088,11.11111111,13.28671329,7.836990596,9.250243427,17.05020921,19.85446985,22.68456376,26.60167131,14.95124594,9.665763324,9.527972028,8.163265306,7.571801567,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,Africa Eastern and Southern,AFE,2.012165318,1.933614331,1.841363307,1.639344262,1.564494789,1.878695186,1.991058772,1.830863121,1.916744068,2.044303537,2.664527822,2.858807457,2.802410841,2.71058754,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,Africa Western and Central,AFW,3.673749143,2.697394265,2.174465921,2.677224736,3.441636582,4.911220249,5.496588324,4.116477605,1.816372232,5.847830643,5.074037512,6.695484227,7.073082489,6.453072676,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,Arab World,ARB,1.235739272,1.09824939,1.15061644,1.208202849,1.532675129,1.513332378,1.564071918,1.475944334,1.481795409,1.331509283,1.289030724,1.164501344,1.197104136,1.117415758,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,Caribbean small states,CSS,0.520156047,1.451679801,1.343784994,1.68128655,1.696640652,2.111383109,2.156411731,1.56202144,1.684427638,1.711333549,1.403956605,1.940491591,1.14764268,1.266604881,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,Central Europe and the Baltics,CEB,2.848218089,2.732113915,2.623894601,2.635781638,2.751859176,2.414687415,2.264273885,2.370366254,2.406280903,2.415828439,2.414286333,2.510491719,2.575830901,2.63455999,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,Early-demographic dividend,EAR,3.57000108,3.35231231,3.328368628,3.466838881,3.394552821,3.276688207,3.102839422,3.296515331,3.644505409,3.235668743,2.810500317,2.926206703,2.745444301,2.734274813,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,East Asia & Pacific,EAS,2.388245139,2.409450086,2.43530654,2.40979706,2.370459487,2.24695783,2.080749288,2.060743923,2.043103573,1.950318594,1.841716136,1.901985555,1.91800125,1.90284143,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,East Asia & Pacific (excluding high income),EAP,3.090065756,3.096485191,3.049712646,2.965591872,2.867538685,2.701112171,2.477931634,2.440779162,2.377697296,2.246811473,2.103588363,2.177031968,2.190666927,2.169929289,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,2.798066827,2.837271287,2.816653153,2.757128562,2.669551391,2.513250506,2.335515329,2.284938059,2.231031841,2.119994362,2.022802075,2.096823164,2.137843708,2.109953195,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,Euro area,EMU,2.384660046,2.336021856,2.026796077,2.062657814,2.271429645,2.271352071,2.204651877,2.201778931,2.145719951,2.190397684,2.045322039,2.019539731,2.029140454,2.050567576,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,Europe & Central Asia,ECS,2.559193907,2.485245632,2.335637621,2.387043864,2.42514652,2.347788356,2.457486379,2.336041038,2.30378784,2.279096011,2.175079411,2.158169641,2.131594109,2.169859821,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,Europe & Central Asia (excluding high income),ECA,2.769053924,2.716734548,2.712389658,2.785716529,2.617998593,2.557149412,2.92622461,2.620390707,2.576573378,2.465549877,2.318052821,2.303344967,2.200752063,2.25961993,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,2.881775224,2.805446693,2.788884918,2.871353749,2.750125283,2.614495706,2.913219841,2.670578311,2.640878195,2.544258206,2.406857284,2.412574094,2.31661841,2.369129146,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,European Union,EUU,2.524035206,2.468309594,2.195932567,2.222965068,2.411153281,2.336669045,2.251595478,2.276393018,2.24051452,2.278337299,2.163634801,2.158564737,2.178151539,2.198644696,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,Fragile and conflict affected situations,FCS,2.686862186,2.239132941,2.265895427,2.187734558,2.84479355,2.863328593,3.386068374,2.786197249,1.761044482,2.172719707,2.04401068,2.381971677,2.650959801,2.627871877,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,Heavily indebted poor countries (HIPC),HPC,7.028076991,5.785123967,5.805538074,6.446425961,5.561719834,5.924201268,4.918227068,4.737559646,3.767049145,4.231830727,3.544596417,4.544649185,4.149551513,4.267278917,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,High income,HIC,1.413633205,1.398295503,1.282789823,1.355700129,1.412349981,1.412375954,1.329824965,1.313298646,1.304695385,1.316159523,1.25907675,1.256208259,1.263733881,1.234848123,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,IBRD only,IBD,2.960100973,2.892775705,2.897821968,2.914063287,2.850700787,2.714873343,2.627485827,2.59379772,2.720514683,2.507044721,2.27547596,2.381109029,2.317858488,2.32886395,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,IDA & IBRD total,IBT,3.057787323,2.970453198,2.965771618,2.976937019,2.9119765,2.790714306,2.710514497,2.671072838,2.756772346,2.559998186,2.328760592,2.444475439,2.393733719,2.401722263,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,IDA blend,IDB,3.141507784,2.881066302,2.516934292,2.494602226,2.412113581,2.863528878,3.042004144,2.685158798,2.463135621,3.367468139,2.96363913,3.527969624,3.718970131,3.469406421,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,IDA only,IDX,9.192200557,8.077044522,8.194552997,8.027535985,7.683172407,7.701002556,7.692660972,7.703546288,5.526544822,5.098072017,5.268163586,5.524050426,6.121319897,6.158157855,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,IDA total,IDA,5.230973593,4.705621466,4.582640651,4.53420578,4.472430774,4.785333568,4.930260312,4.777728548,3.785743809,4.118993135,3.940541299,4.372131544,4.77047082,4.668524618,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,Late-demographic dividend,LTE,2.858109743,2.821810732,2.840341312,2.751844423,2.642198503,2.548600653,2.481651139,2.326997773,2.312315419,2.191999904,2.046769182,2.124196612,2.105415437,2.118311901,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,Latin America & Caribbean,LCN,3.214488504,3.153153153,3.275430529,3.429728533,3.449384777,3.25135224,3.194839716,3.465636746,3.622167099,3.367428575,3.190101237,3.267893105,3.179303931,3.434923732,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,Latin America & Caribbean (excluding high income),LAC,3.701101676,3.614727421,3.805872545,3.974700399,3.956331149,3.814375461,3.714739942,4.158348841,4.364043267,4.021611082,3.731639539,3.877165378,3.750711903,4.034744435,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,Latin America & the Caribbean (IDA & IBRD countries),TLA,3.138966572,3.094656502,3.151835586,3.322423319,3.346692915,3.178573887,3.111614178,3.400204492,3.51573227,3.223598148,3.069425445,3.14323239,3.053439884,3.311013963,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,Least developed countries: UN classification,LDC,6.669052732,6.88873782,6.708380347,7.166280864,7.178217822,7.100085543,6.985470222,6.779277581,4.13200028,4.001046025,4.096598811,4.580740741,4.852013586,4.839679359,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,Low & middle income,LMY,3.211529203,3.113881309,3.116373688,3.113193996,3.033426337,2.926205338,2.822442349,2.789724191,2.877923372,2.665156327,2.395491004,2.516521093,2.449910918,2.462020695,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,Low income,LIC,14.3482559,13.4159292,13.54429516,13.11636435,12.84734539,12.74604345,12.07571802,12.02346041,9.85164194,9.27781914,7.815120413,8.414357775,7.67118863,9.039949471,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,Lower middle income,LMC,3.840262582,3.548616577,3.481065531,3.658523907,3.70124365,3.520675116,3.263512028,3.351371934,3.960031337,3.555617665,2.835143529,3.157233528,2.952946768,2.815612587,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,Middle East & North Africa,MEA,2.509923323,1.87672071,1.794316885,1.874174546,2.092901879,2.219501941,2.285653663,1.758651385,1.83363077,1.712258541,1.613902237,1.475969169,1.42504462,1.326982581,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,Middle East & North Africa (excluding high income),MNA,3.674986723,2.701134605,2.56397372,2.75709564,3.189128022,3.42534191,3.561239351,2.809841166,2.814968016,2.691494552,2.569438242,2.421765651,2.437886091,2.277049221,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,Middle East & North Africa (IDA & IBRD countries),TMN,3.674986723,2.701134605,2.56397372,2.75709564,3.189128022,3.42534191,3.561239351,2.809841166,2.814968016,2.691494552,2.569438242,2.421765651,2.437886091,2.277049221,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,Middle income,MIC,3.045812218,2.966784028,2.973175211,2.981653351,2.899719283,2.795684332,2.712220223,2.6750244,2.79373827,2.593023881,2.348205909,2.470351716,2.413932401,2.416541436,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,North America,NAC,0.92269241,0.961621103,0.864977838,1.031077151,1.083312625,1.191195244,1.113086942,1.114713592,1.095226092,1.112057076,1.082146754,1.11557076,1.159594116,1.134355026,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
